index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor inlet air temperature (T1) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor inlet air pressure (P1) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
5878,2.088,6,2819.827,1366.124,6773.608,26.199,26.199,504.624,288,558.975,1.199,0.998,6.5,1.019,8.677,0.133,0.975,0.978
8527,5.14,15,21627.034,1924.321,8470.409,175.246,175.246,701.737,288,634.733,2.087,0.998,11.126,1.026,24.895,0.493,0.986,0.986
2839,5.14,15,21633.063,1924.315,8485.853,175.288,175.288,722.023,288,642.06,2.081,0.998,11.18,1.026,25.913,0.513,0.962,0.978
11279,3.144,9,8373.807,1386.72,7017.524,60.294,60.294,580.242,288,576.512,1.394,0.998,7.559,1.02,12.113,0.24,0.998,0.98
4611,4.161,12,14722.737,1547.465,7784.852,113.778,113.778,636.799,288,606.766,1.658,0.998,8.863,1.023,16.997,0.336,0.969,0.993
9540,1.138,3,5529.165,1398.358,6677.948,10.271,10.271,586.511,288,565.308,1.291,0.998,6.919,1.019,0.488,0.234,0.99,0.995
9207,1.138,3,5084.464,1352.001,6624.66,7.622,7.622,596.286,288,564.577,1.266,0.998,6.874,1.019,17.705,0.253,0.989,0.984
11008,2.088,6,2851.33,1368.731,6723.192,26.66,26.66,496.784,288,555.092,1.202,0.998,6.524,1.02,6.706,0.126,0.997,0.976
9823,5.14,15,21627.588,1924.344,8478.289,175.249,175.249,686.105,288,631.071,2.085,0.998,10.977,1.027,24.011,0.475,0.991,1.0
2489,6.175,18,29794.755,2307.305,8833.949,246.245,246.245,777.362,288,670.365,2.5,0.998,13.156,1.03,34.342,0.68,0.96,0.991
6905,3.144,9,8376.97,1386.745,7079.176,60.334,60.334,582.204,288,579.345,1.391,0.998,7.492,1.02,12.158,0.241,0.979,0.988
7390,2.088,6,5107.432,1394.535,6808.704,31.554,31.554,552.603,288,566.355,1.282,0.998,6.884,1.02,0.0,0.19,0.981,0.99
2849,6.175,18,29790.318,2307.489,8819.414,246.225,246.225,789.519,288,672.531,2.505,0.998,13.324,1.03,35.156,0.696,0.962,0.979
6665,6.175,18,29765.172,2306.923,8809.793,245.943,245.943,772.232,288,666.823,2.507,0.998,13.24,1.03,34.145,0.676,0.978,0.987
5881,5.14,15,21629.165,1924.31,8473.502,175.277,175.277,715.152,288,638.845,2.086,0.998,11.2,1.026,25.603,0.507,0.975,0.978
10262,3.144,9,8376.226,1386.74,7070.98,60.325,60.325,569.107,288,575.122,1.391,0.998,7.434,1.021,11.63,0.23,0.993,0.997
4452,7.148,21,38994.155,2678.059,9122.998,332.324,332.324,841.811,288,693.953,2.976,0.998,15.742,1.035,45.202,0.895,0.969,0.975
9949,5.14,15,21625.232,1924.324,8466.653,175.249,175.249,696.797,288,632.942,2.088,0.998,11.112,1.027,24.644,0.488,0.992,0.988
7421,6.175,18,29773.324,2307.163,8813.066,246.067,246.067,764.259,288,664.818,2.507,0.998,13.166,1.031,33.645,0.666,0.981,0.993
9827,9.3,27,72777.316,3560.397,9752.604,645.141,645.141,1047.927,288,770.705,4.519,0.998,22.406,1.051,86.747,1.717,0.991,1.0
6484,5.14,15,21631.053,1924.334,8485.119,175.256,175.256,699.699,288,635.661,2.082,0.998,11.033,1.026,24.721,0.489,0.977,0.993
2479,5.14,15,21635.891,1924.334,8498.705,175.297,175.297,711.414,288,640.386,2.077,0.998,11.041,1.026,25.29,0.501,0.96,0.99
6617,3.144,9,8376.502,1386.743,7066.182,60.321,60.321,587.435,288,580.43,1.391,0.998,7.535,1.02,12.375,0.245,0.978,0.982
10457,9.3,27,72770.078,3560.39,9742.492,644.786,644.786,1051.497,288,770.852,4.532,0.998,22.637,1.052,87.342,1.729,0.994,0.992
11151,1.138,3,1864.72,1343.564,6617.89,7.068,7.068,494.35,288,547.872,1.157,0.998,6.21,1.019,16.389,0.136,0.997,0.992
11251,2.088,6,3236.981,1379.251,6730.575,28.608,28.608,503.645,288,556.592,1.218,0.998,6.599,1.02,1.297,0.131,0.998,0.977
2141,9.3,27,72764.125,3560.396,9770.261,644.806,644.806,1102.543,288,785.337,4.505,0.998,22.787,1.049,91.525,1.812,0.959,0.978
11310,7.148,21,39012.735,2677.976,9113.321,332.483,332.483,814.589,288,683.826,2.991,0.998,15.7,1.036,43.531,0.862,0.998,0.983
5188,5.14,15,21630.057,1924.314,8477.223,175.265,175.265,715.743,288,639.398,2.084,0.998,11.184,1.026,25.617,0.507,0.972,0.979
11579,6.175,18,29761.978,2306.83,8788.084,245.977,245.977,761.704,288,661.892,2.516,0.998,13.28,1.031,33.621,0.666,0.999,0.987
2744,9.3,27,72776.654,3560.429,9779.716,644.836,644.836,1087.026,288,782.479,4.489,0.998,22.394,1.05,89.798,1.778,0.961,0.993
7253,9.3,27,72778.886,3560.412,9764.431,644.915,644.915,1059.818,288,774.594,4.505,0.998,22.334,1.051,87.589,1.734,0.98,1.0
3506,6.175,18,29796.284,2307.25,8838.845,246.275,246.275,765.675,288,667.451,2.498,0.998,13.043,1.03,33.605,0.665,0.964,1.0
1679,6.175,18,29791.843,2307.424,8824.834,246.236,246.236,792.166,288,673.758,2.503,0.998,13.314,1.03,35.285,0.699,0.957,0.979
4249,2.088,6,2997.17,1354.09,6783.836,24.033,24.033,517.79,288,560.98,1.202,0.998,6.524,1.019,15.693,0.153,0.968,0.979
3147,7.148,21,38985.161,2678.076,9131.503,332.231,332.231,834.452,288,693.928,2.966,0.998,15.533,1.035,44.517,0.881,0.963,0.986
8130,4.161,12,14720.401,1547.458,7753.018,113.753,113.753,629.236,288,603.393,1.661,0.998,8.868,1.023,16.684,0.33,0.984,0.994
10486,2.088,6,6441.577,1355.951,6771.173,24.434,24.434,589.657,288,567.062,1.312,0.998,7.045,1.02,18.963,0.256,0.994,0.996
7004,3.144,9,8378.128,1386.751,7107.137,60.349,60.349,573.585,288,577.758,1.389,0.998,7.414,1.021,11.793,0.233,0.979,0.999
580,5.14,15,21638.171,1924.332,8503.796,175.33,175.33,718.581,288,642.939,2.076,0.998,11.063,1.026,25.65,0.508,0.952,0.987
9662,6.175,18,29761.721,2306.846,8791.153,246.0,246.0,771.137,288,664.86,2.514,0.998,13.333,1.031,34.181,0.677,0.991,0.982
4070,3.144,9,8378.135,1386.752,7098.524,60.342,60.342,589.96,288,582.356,1.39,0.998,7.508,1.02,12.458,0.247,0.967,0.985
3343,5.14,15,21633.208,1924.32,8487.562,175.307,175.307,717.032,288,640.831,2.081,0.998,11.138,1.026,25.64,0.508,0.964,0.982
7404,7.148,21,38994.674,2678.071,9125.322,332.354,332.354,817.438,288,687.54,2.975,0.998,15.508,1.036,43.476,0.861,0.981,0.991
3672,1.138,3,7276.103,1354.987,6700.148,7.871,7.871,656.478,288,575.98,1.328,0.998,7.169,1.019,14.751,0.323,0.965,0.993
559,2.088,6,6051.055,1351.256,6833.979,23.631,23.631,608.52,288,575.951,1.297,0.998,7.036,1.019,21.978,0.266,0.952,0.985
5237,9.3,27,72768.98,3560.396,9760.081,644.895,644.895,1082.37,288,779.748,4.514,0.998,22.708,1.05,89.87,1.779,0.972,0.984
7805,3.144,9,8376.141,1386.74,7060.182,60.314,60.314,583.618,288,579.077,1.391,0.998,7.523,1.02,12.225,0.242,0.983,0.984
11041,8.206,24,50988.958,3087.26,9292.893,438.044,438.044,916.73,288,726.443,3.607,0.998,18.71,1.042,60.22,1.192,0.997,0.979
512,9.3,27,72766.238,3560.403,9779.313,644.928,644.928,1109.825,288,787.776,4.495,0.998,22.714,1.049,91.97,1.821,0.952,0.979
1081,2.088,6,4584.789,1344.311,6840.263,22.352,22.352,564.931,288,568.884,1.251,0.998,6.739,1.019,23.374,0.216,0.954,0.991
1664,9.3,27,72763.094,3560.401,9771.806,645.056,645.056,1105.765,288,786.217,4.504,0.998,22.802,1.049,91.788,1.817,0.957,0.977
9204,7.148,21,39005.021,2678.028,9117.514,332.41,332.41,820.341,288,686.489,2.985,0.998,15.67,1.036,43.842,0.868,0.989,0.983
1931,6.175,18,29792.202,2307.408,8825.813,246.274,246.274,789.398,288,673.063,2.502,0.998,13.289,1.03,35.113,0.695,0.958,0.981
11848,5.14,15,21623.371,1924.327,8462.021,175.246,175.246,689.981,288,630.522,2.09,0.998,11.09,1.027,24.294,0.481,1.0,0.991
1150,8.206,24,50994.543,3087.548,9324.687,438.022,438.022,925.811,288,736.815,3.559,0.998,18.163,1.041,60.077,1.189,0.954,0.998
2838,4.161,12,14722.659,1547.46,7770.916,113.774,113.774,653.135,288,610.699,1.659,0.998,8.991,1.022,17.758,0.352,0.962,0.978
5949,1.138,3,6509.168,1337.379,6649.015,6.842,6.842,643.409,288,571.994,1.303,0.998,7.083,1.019,24.043,0.311,0.975,0.986
8308,2.088,6,5617.817,1394.054,6794.701,31.478,31.478,566.306,288,567.695,1.298,0.998,6.985,1.02,0.0,0.208,0.985,0.988
8932,5.14,15,21625.047,1924.31,8462.313,175.212,175.212,707.455,288,635.514,2.089,0.998,11.208,1.026,25.24,0.5,0.988,0.979
11677,5.14,15,21624.789,1924.339,8469.144,175.248,175.248,683.982,288,629.531,2.088,0.998,11.011,1.027,23.934,0.474,0.999,0.998
5177,3.144,9,8376.866,1386.744,7069.397,60.332,60.332,593.365,288,582.304,1.391,0.998,7.562,1.02,12.61,0.25,0.972,0.978
830,3.144,9,8380.316,1386.764,7141.07,60.361,60.361,593.115,288,584.828,1.388,0.998,7.473,1.02,12.56,0.249,0.953,0.989
8311,5.14,15,21627.696,1924.324,8473.126,175.275,175.275,700.341,288,634.616,2.086,0.998,11.101,1.026,24.808,0.491,0.985,0.988
4752,1.138,3,6138.93,1329.728,6647.234,6.444,6.444,640.772,288,572.032,1.29,0.998,7.033,1.019,27.487,0.308,0.97,0.983
11643,7.148,21,39006.507,2678.033,9118.364,332.441,332.441,802.949,288,681.676,2.985,0.998,15.517,1.036,42.612,0.844,0.999,0.994
11599,8.206,24,50993.07,3087.445,9296.183,438.039,438.039,904.868,288,724.141,3.601,0.998,18.512,1.042,59.161,1.171,0.999,0.989
635,6.175,18,29797.598,2307.246,8844.785,246.288,246.288,779.444,288,671.908,2.496,0.998,13.114,1.03,34.408,0.681,0.952,0.993
4465,2.088,6,3095.447,1351.813,6775.144,23.625,23.625,522.783,288,561.485,1.205,0.998,6.554,1.019,17.297,0.16,0.969,0.977
6799,5.14,15,21627.348,1924.307,8467.96,175.213,175.213,715.028,288,638.234,2.087,0.998,11.229,1.026,25.621,0.507,0.979,0.976
7987,5.14,15,21626.115,1924.309,8465.108,175.222,175.222,710.48,288,636.657,2.088,0.998,11.214,1.026,25.39,0.503,0.984,0.978
7079,6.175,18,29761.4,2306.77,8801.443,245.934,245.934,777.799,288,667.673,2.51,0.998,13.325,1.03,34.527,0.684,0.98,0.981
6966,1.138,3,2868.817,1413.115,6708.637,11.181,11.181,514.047,288,556.531,1.204,0.998,6.428,1.019,0.0,0.144,0.979,0.995
4142,3.144,9,8378.945,1386.756,7119.022,60.355,60.355,583.571,288,581.184,1.389,0.998,7.451,1.02,12.19,0.241,0.967,0.993
7027,8.206,24,50988.435,3087.26,9300.463,438.055,438.055,932.117,288,732.257,3.598,0.998,18.732,1.041,61.272,1.213,0.98,0.975
9183,4.161,12,14718.44,1547.447,7716.566,113.743,113.743,638.218,288,604.401,1.664,0.998,8.989,1.023,17.14,0.339,0.989,0.981
876,4.161,12,14725.496,1547.475,7824.034,113.812,113.812,643.275,288,610.12,1.654,0.998,8.839,1.022,17.249,0.341,0.953,0.994
4869,1.138,3,6775.992,1338.977,6686.188,6.943,6.943,642.619,288,572.492,1.31,0.998,7.056,1.019,22.506,0.313,0.97,0.996
5315,6.175,18,29791.938,2307.402,8823.067,246.264,246.264,768.968,288,667.012,2.504,0.998,13.152,1.03,33.892,0.671,0.972,0.993
5222,3.144,9,8377.281,1386.747,7082.122,60.337,60.337,589.316,288,581.57,1.39,0.998,7.525,1.02,12.441,0.246,0.972,0.983
4,5.14,15,21636.432,1924.313,8494.777,175.306,175.306,731.494,288,645.642,2.078,0.998,11.197,1.026,26.373,0.522,0.95,0.975
3051,1.138,3,4097.986,1415.017,6698.702,11.415,11.415,571.489,288,568.176,1.248,0.998,6.788,1.019,0.0,0.202,0.963,0.976
5691,4.161,12,14721.094,1547.456,7753.645,113.764,113.764,643.201,288,607.278,1.661,0.998,8.957,1.022,17.326,0.343,0.974,0.983
3124,2.088,6,3579.66,1346.979,6803.346,22.794,22.794,536.594,288,563.822,1.22,0.998,6.601,1.019,20.492,0.18,0.963,0.984
10852,8.206,24,50992.344,3087.408,9295.646,437.954,437.954,912.046,288,725.883,3.603,0.998,18.604,1.042,59.765,1.183,0.996,0.984
2491,8.206,24,50994.782,3087.546,9318.464,437.962,437.962,928.749,288,735.925,3.57,0.998,18.328,1.041,60.497,1.198,0.96,0.991
3854,3.144,9,8378.451,1386.754,7105.92,60.351,60.351,588.803,288,582.279,1.389,0.998,7.493,1.02,12.408,0.246,0.966,0.987
4777,8.206,24,50994.699,3087.527,9310.37,437.968,437.968,928.144,288,733.692,3.582,0.998,18.488,1.041,60.678,1.201,0.97,0.985
9907,8.206,24,50992.435,3087.413,9297.38,437.997,437.997,915.687,288,727.253,3.601,0.998,18.61,1.042,60.017,1.188,0.992,0.983
7509,4.161,12,14719.325,1547.448,7724.116,113.748,113.748,644.87,288,606.531,1.664,0.998,9.019,1.022,17.437,0.345,0.982,0.977
6457,5.14,15,21630.53,1924.33,8482.415,175.269,175.269,702.536,288,636.194,2.083,0.998,11.067,1.026,24.885,0.493,0.977,0.99
6293,3.144,9,8378.353,1386.753,7111.352,60.351,60.351,575.669,288,578.536,1.389,0.998,7.419,1.02,11.876,0.235,0.976,0.998
1148,6.175,18,29798.223,2307.222,8847.726,246.347,246.347,773.039,288,670.337,2.495,0.998,13.051,1.03,34.005,0.673,0.954,0.998
11453,6.175,18,29763.014,2306.744,8801.34,246.007,246.007,749.426,288,659.526,2.511,0.998,13.118,1.031,32.791,0.649,0.998,0.999
574,8.206,24,50997.437,3087.622,9321.328,438.131,438.131,939.372,288,739.327,3.568,0.998,18.404,1.041,61.297,1.214,0.952,0.986
3769,8.206,24,50994.88,3087.497,9309.498,437.982,437.982,939.285,288,736.286,3.586,0.998,18.643,1.041,61.623,1.22,0.966,0.977
4146,7.148,21,38984.845,2678.083,9133.081,332.123,332.123,824.671,288,691.504,2.964,0.998,15.428,1.035,43.813,0.867,0.967,0.993
853,8.206,24,50996.79,3087.608,9322.496,438.021,438.021,933.629,288,738.206,3.564,0.998,18.302,1.041,60.783,1.203,0.953,0.991
10174,5.14,15,21624.998,1924.321,8464.852,175.219,175.219,697.243,288,632.883,2.089,0.998,11.125,1.027,24.677,0.488,0.993,0.987
10966,5.14,15,21625.593,1924.338,8471.001,175.252,175.252,686.386,288,630.41,2.087,0.998,11.017,1.027,24.058,0.476,0.996,0.997
5919,7.148,21,38994.887,2678.062,9123.656,332.348,332.348,830.518,288,690.893,2.976,0.998,15.641,1.035,44.414,0.879,0.975,0.982
9358,8.206,24,50993.001,3087.459,9306.154,438.097,438.097,900.068,288,725.377,3.585,0.998,18.252,1.042,58.49,1.158,0.989,1.0
6614,9.3,27,72764.599,3560.387,9750.673,645.075,645.075,1078.357,288,778.082,4.525,0.998,22.829,1.05,89.722,1.776,0.978,0.981
6002,9.3,27,72773.167,3560.412,9762.576,644.776,644.776,1072.958,288,777.654,4.51,0.998,22.539,1.05,88.902,1.76,0.975,0.991
9163,2.088,6,5196.152,1395.082,6764.642,31.657,31.657,559.926,288,566.58,1.287,0.998,6.972,1.02,0.0,0.197,0.989,0.979
10893,4.161,12,14717.988,1547.448,7716.891,113.74,113.74,628.227,288,601.659,1.664,0.998,8.924,1.023,16.678,0.33,0.996,0.989
4495,5.14,15,21631.301,1924.316,8480.973,175.288,175.288,716.343,288,639.955,2.083,0.998,11.168,1.026,25.632,0.507,0.969,0.98
8173,2.088,6,6946.862,1374.314,6811.873,27.815,27.815,599.127,288,570.802,1.331,0.998,7.123,1.02,9.993,0.261,0.984,0.999
6655,5.14,15,21629.572,1924.322,8477.874,175.286,175.286,705.838,288,636.665,2.084,0.998,11.113,1.026,25.083,0.497,0.978,0.986
2368,2.088,6,4921.223,1344.398,6793.495,22.367,22.367,582.024,288,570.893,1.263,0.998,6.885,1.019,23.974,0.234,0.96,0.978
4780,2.088,6,2987.985,1373.277,6809.366,27.524,27.524,503.182,288,559.699,1.206,0.998,6.488,1.019,4.937,0.13,0.97,0.986
7992,1.138,3,4897.732,1382.811,6643.077,9.43,9.43,587.318,288,566.06,1.268,0.998,6.894,1.019,4.443,0.23,0.984,0.979
2950,8.206,24,50994.756,3087.541,9316.927,437.966,437.966,928.399,288,735.437,3.572,0.998,18.356,1.041,60.513,1.198,0.962,0.99
5625,1.138,3,5732.489,1350.888,6636.164,7.635,7.635,628.208,288,571.19,1.285,0.998,7.034,1.019,18.726,0.285,0.974,0.976
6971,6.175,18,29790.368,2307.459,8817.678,246.257,246.257,763.257,288,664.902,2.506,0.998,13.139,1.031,33.573,0.665,0.979,0.995
8716,5.14,15,21625.558,1924.314,8465.012,175.226,175.226,706.028,288,635.391,2.088,0.998,11.184,1.026,25.151,0.498,0.987,0.981
10647,1.138,3,4605.839,1347.694,6618.63,7.344,7.344,578.571,288,560.916,1.251,0.998,6.762,1.019,19.308,0.236,0.995,0.988
1841,6.175,18,29797.251,2307.235,8843.395,246.303,246.303,772.514,288,669.809,2.496,0.998,13.07,1.03,33.997,0.673,0.957,0.997
5986,2.088,6,4013.645,1389.472,6818.841,30.566,30.566,525.039,288,562.99,1.244,0.998,6.676,1.02,0.0,0.155,0.975,0.99
537,7.148,21,38980.665,2678.088,9134.916,332.149,332.149,846.113,288,698.093,2.96,0.998,15.565,1.035,45.24,0.896,0.952,0.982
2806,8.206,24,50994.124,3087.526,9321.541,438.086,438.086,918.923,288,734.228,3.563,0.998,18.149,1.041,59.604,1.18,0.961,1.0
5801,6.175,18,29791.952,2307.395,8822.979,246.273,246.273,765.805,288,666.098,2.504,0.998,13.129,1.03,33.7,0.667,0.974,0.995
5596,8.206,24,50993.771,3087.5,9314.058,438.092,438.092,912.725,288,730.683,3.574,0.998,18.234,1.042,59.31,1.174,0.973,0.998
7206,7.148,21,38992.228,2678.078,9127.807,332.224,332.224,814.104,288,687.177,2.972,0.998,15.438,1.036,43.193,0.855,0.98,0.995
7343,9.3,27,72766.191,3560.397,9749.915,644.928,644.928,1072.426,288,776.572,4.525,0.998,22.767,1.051,89.172,1.765,0.981,0.984
7560,1.138,3,2644.775,1330.725,6619.826,6.442,6.442,536.44,288,555.614,1.183,0.998,6.41,1.019,24.663,0.185,0.982,0.983
8096,6.175,18,29762.753,2306.796,8806.462,245.95,245.95,765.929,288,664.732,2.509,0.998,13.21,1.031,33.777,0.669,0.984,0.99
11367,1.138,3,4280.187,1345.617,6615.568,7.21,7.21,567.265,288,558.74,1.24,0.998,6.691,1.019,19.856,0.224,0.998,0.99
784,2.088,6,6026.545,1350.796,6828.858,23.551,23.551,608.371,288,575.755,1.297,0.998,7.037,1.019,22.131,0.265,0.953,0.984
1409,6.175,18,29790.812,2307.471,8821.786,246.187,246.187,797.214,288,674.909,2.504,0.998,13.368,1.03,35.605,0.705,0.956,0.975
10729,2.088,6,5944.932,1350.213,6767.853,23.392,23.392,577.302,288,564.836,1.296,0.998,6.949,1.02,21.031,0.242,0.995,0.997
154,2.088,6,5259.425,1346.166,6853.352,22.708,22.708,583.693,288,572.257,1.272,0.998,6.849,1.019,23.154,0.239,0.95,0.992
7806,4.161,12,14719.748,1547.452,7735.579,113.748,113.748,638.275,288,605.191,1.662,0.998,8.957,1.023,17.121,0.339,0.983,0.984
3009,4.161,12,14724.246,1547.472,7809.043,113.802,113.802,636.562,288,607.662,1.655,0.998,8.821,1.023,16.959,0.336,0.962,0.997
1686,4.161,12,14723.598,1547.464,7786.4,113.771,113.771,653.682,288,611.477,1.658,0.998,8.968,1.022,17.765,0.352,0.957,0.98
11093,6.175,18,29761.825,2306.836,8788.076,246.011,246.011,764.862,288,662.796,2.516,0.998,13.303,1.031,33.815,0.669,0.997,0.985
4014,1.138,3,4320.991,1413.652,6696.728,11.311,11.311,574.243,288,567.84,1.255,0.998,6.812,1.019,0.0,0.207,0.967,0.979
7455,4.161,12,14721.035,1547.461,7765.648,113.77,113.77,628.024,288,603.56,1.659,0.998,8.839,1.023,16.614,0.329,0.981,0.997
3863,3.144,9,8378.526,1386.754,7108.482,60.345,60.345,588.001,288,582.132,1.389,0.998,7.486,1.02,12.374,0.245,0.966,0.988
2733,7.148,21,38981.712,2678.081,9135.519,332.074,332.074,829.712,288,693.547,2.961,0.998,15.425,1.035,44.108,0.873,0.961,0.992
1895,6.175,18,29790.871,2307.467,8821.68,246.189,246.189,793.885,288,673.963,2.504,0.998,13.344,1.03,35.406,0.701,0.958,0.977
5442,7.148,21,38994.02,2678.063,9124.112,332.345,332.345,832.878,288,691.678,2.975,0.998,15.652,1.035,44.566,0.882,0.973,0.981
569,3.144,9,8380.188,1386.762,7135.637,60.371,60.371,596.009,288,585.495,1.388,0.998,7.494,1.02,12.678,0.251,0.952,0.986
6709,5.14,15,21630.457,1924.333,8483.27,175.292,175.292,700.128,288,635.595,2.083,0.998,11.046,1.026,24.752,0.49,0.978,0.992
5854,5.14,15,21628.385,1924.307,8470.8,175.22,175.22,718.103,288,639.394,2.086,0.998,11.235,1.026,25.772,0.51,0.975,0.975
1816,8.206,24,50994.709,3087.548,9321.379,437.993,437.993,927.761,288,736.436,3.565,0.998,18.255,1.041,60.332,1.194,0.957,0.994
10257,7.148,21,39000.744,2678.059,9122.157,332.32,332.32,804.765,288,683.112,2.98,0.998,15.464,1.036,42.66,0.845,0.993,0.996
8319,4.161,12,14719.821,1547.454,7740.96,113.753,113.753,633.062,288,603.97,1.662,0.998,8.914,1.023,16.875,0.334,0.985,0.989
3394,2.088,6,3019.038,1354.466,6815.76,24.113,24.113,513.503,288,560.582,1.202,0.998,6.473,1.019,15.319,0.15,0.964,0.988
3327,7.148,21,38988.323,2678.072,9127.971,332.153,332.153,839.963,288,694.641,2.97,0.998,15.639,1.035,44.969,0.89,0.964,0.98
11911,5.14,15,21624.594,1924.338,8468.235,175.25,175.25,683.491,288,629.297,2.088,0.998,11.012,1.027,23.912,0.473,1.0,0.998
6102,1.138,3,5698.049,1352.472,6635.472,7.714,7.714,624.998,288,570.556,1.285,0.998,7.025,1.019,18.05,0.282,0.976,0.977
2975,6.175,18,29794.863,2307.304,8833.836,246.245,246.245,774.156,288,669.441,2.5,0.998,13.133,1.03,34.148,0.676,0.962,0.993
980,9.3,27,72765.742,3560.404,9776.955,644.756,644.756,1107.474,288,787.033,4.498,0.998,22.727,1.049,91.812,1.817,0.954,0.979
10492,8.206,24,50993.045,3087.451,9301.807,437.96,437.96,900.865,288,724.489,3.592,0.998,18.351,1.042,58.677,1.162,0.994,0.996
190,2.088,6,4826.301,1344.737,6862.678,22.448,22.448,569.036,288,569.889,1.258,0.998,6.745,1.019,23.176,0.222,0.95,0.996
9331,8.206,24,50993.139,3087.463,9304.913,437.955,437.955,903.102,288,725.854,3.587,0.998,18.313,1.042,58.775,1.164,0.989,0.997
5088,4.161,12,14722.471,1547.465,7782.286,113.765,113.765,635.039,288,606.176,1.658,0.998,8.856,1.023,16.919,0.335,0.971,0.994
699,7.148,21,38974.539,2678.078,9144.022,332.022,332.022,827.849,288,695.083,2.95,0.998,15.263,1.035,43.804,0.867,0.952,1.0
11644,8.206,24,50992.91,3087.443,9298.295,437.989,437.989,899.692,288,723.308,3.598,0.998,18.41,1.042,58.676,1.162,0.999,0.994
606,4.161,12,14725.332,1547.474,7818.254,113.804,113.804,647.208,288,610.978,1.655,0.998,8.874,1.022,17.435,0.345,0.952,0.99
301,5.14,15,21637.529,1924.324,8500.202,175.307,175.307,724.004,288,644.101,2.077,0.998,11.118,1.026,25.953,0.514,0.951,0.982
3420,1.138,3,6176.085,1396.382,6722.919,10.287,10.287,618.89,288,573.642,1.308,0.998,7.049,1.019,0.0,0.265,0.964,0.991
11696,6.175,18,29763.123,2306.741,8801.356,245.947,245.947,747.892,288,659.083,2.511,0.998,13.107,1.031,32.696,0.647,0.999,1.0
1060,8.206,24,50997.003,3087.613,9320.818,437.981,437.981,935.976,288,738.351,3.568,0.998,18.369,1.041,61.028,1.208,0.954,0.988
10757,3.144,9,8376.275,1386.74,7074.145,60.314,60.314,565.96,288,574.284,1.391,0.998,7.414,1.021,11.5,0.228,0.995,1.0
3444,7.148,21,38983.141,2678.081,9134.549,332.192,332.192,826.683,288,692.439,2.962,0.998,15.419,1.035,43.921,0.87,0.964,0.993
1069,8.206,24,50996.909,3087.61,9321.175,438.129,438.129,934.963,288,738.192,3.567,0.998,18.348,1.041,60.933,1.206,0.954,0.989
10716,7.148,21,39002.881,2678.049,9120.724,332.31,332.31,804.483,288,682.686,2.982,0.998,15.487,1.036,42.671,0.845,0.995,0.995
2205,1.138,3,3396.961,1417.744,6733.363,11.581,11.581,544.399,288,564.511,1.223,0.998,6.591,1.019,0.0,0.173,0.959,0.986
9435,4.161,12,14718.498,1547.448,7718.275,113.737,113.737,636.031,288,603.869,1.664,0.998,8.972,1.023,17.038,0.337,0.99,0.983
7339,5.14,15,21628.061,1924.32,8473.263,175.275,175.275,706.212,288,636.296,2.086,0.998,11.141,1.026,25.124,0.497,0.981,0.984
8208,1.138,3,3557.671,1390.505,6640.257,9.875,9.875,548.814,288,560.786,1.226,0.998,6.664,1.019,4.365,0.184,0.985,0.977
7679,3.144,9,8377.463,1386.748,7092.789,60.341,60.341,574.611,288,577.557,1.39,0.998,7.436,1.021,11.843,0.234,0.982,0.996
11312,9.3,27,72760.912,3560.374,9729.857,644.867,644.867,1055.067,288,770.917,4.548,0.998,22.907,1.052,87.985,1.742,0.998,0.983
4642,8.206,24,50994.046,3087.513,9315.458,437.95,437.95,917.462,288,732.263,3.573,0.998,18.259,1.041,59.659,1.181,0.969,0.996
7683,7.148,21,38993.072,2678.078,9127.353,332.325,332.325,811.816,288,686.405,2.972,0.998,15.428,1.036,43.044,0.852,0.982,0.996
9007,8.206,24,50993.65,3087.475,9301.273,437.982,437.982,914.074,288,727.792,3.595,0.998,18.513,1.042,59.779,1.183,0.988,0.987
7996,5.14,15,21626.323,1924.311,8466.002,175.256,175.256,709.506,288,636.476,2.088,0.998,11.202,1.026,25.334,0.501,0.984,0.979
